module_group,avg_total_l2,avg_ratio,ratio_std,avg_ma_total,avg_std_total,avg_sparsity,avg_heavy_tail,stability_ratio,recommended_bits,rationale
memory_encoder.mask_downsampler.encoder.1,0.0012021877992676468,0.0015306127432903399,0.0014186530225369373,0.0012059201802053273,0.001029085926213056,0.585563153947781,11.570595147395869,0.853361559997974,16,High gradient dynamics or heavy tails
memory_encoder.mask_downsampler.encoder.10,0.0009290308603290807,0.00024594646138117283,0.00016071314578832438,0.0009406216317436103,0.0006048028090616806,0.9676589369754649,149.41290477713264,0.6429820329993586,32,Extreme gradient-to-weight scaling
memory_encoder.mask_downsampler.encoder.12,0.0013432045627476564,0.00042814851789311527,0.0002578744540770292,0.0013596810994219543,0.000737790849639548,0.9751968784481688,15228.723147417037,0.5426205085539597,32,Extreme gradient-to-weight scaling
memory_encoder.mask_downsampler.encoder.3,0.011761730011605086,0.026601357462998215,0.020443251697979947,0.011899399103252311,0.00778585644508283,0.8780380812406957,381500.85076017573,0.6543066904071502,32,Extreme gradient-to-weight scaling
memory_encoder.mask_downsampler.encoder.4,0.0007084837353609739,0.0007078843272802192,0.0005292232802909395,0.000715966211459055,0.00047981718477379994,0.8083836948979445,41.414253451860645,0.670167358590832,8,Default balance
memory_encoder.mask_downsampler.encoder.6,0.004945614849495304,0.010030906101171503,0.007986798687228588,0.005023790706467464,0.0033577883413181517,0.9630836198842212,488793.27708164306,0.6683774339952986,32,Extreme gradient-to-weight scaling
memory_encoder.mask_downsampler.encoder.7,0.0008634406153710781,0.0005138020056839261,0.0003508531690640551,0.0008739427489655589,0.0005536136066057509,0.9232943795042646,130.84209238680623,0.6334666741740633,32,Extreme gradient-to-weight scaling
memory_encoder.mask_downsampler.encoder.9,0.001656799751414007,0.0006473884703540443,0.00044187948923902435,0.0016766759465485016,0.0009982501578752402,0.9806175179769715,1512586.1731027067,0.5953745325267977,32,Extreme gradient-to-weight scaling
memory_encoder.out_proj.bias,0.00048453528630370386,0.0016899713175148837,0.0010134358699360024,0.0004904393665734753,0.00028206876530197697,0.866068757300212,76.74438354672637,0.5751348373045392,16,High gradient dynamics or heavy tails
memory_encoder.out_proj.weight,0.003282071253282914,0.0006018503540210334,0.00032717951745509817,0.003319981957756531,0.001760857164352901,0.9869419944066962,5549.6819789211,0.5303815462728586,32,Extreme gradient-to-weight scaling
